batch,level,missing_mode,missing_rate,missing_rate_pct,imputation_method,config_type,mae,rmse,r2,seed,architecture
3C,level_2,MCAR,0.35,35.0,knn,baseline,0.0414033667088682,0.0502930512921284,0.5552278939113753,9,cnn
3C,level_2,MCAR,0.4,40.0,knn,baseline,0.0424306159921289,0.0527079629157584,0.5114893505795852,9,cnn
3C,level_2,MCAR,0.45,45.0,knn,baseline,0.0410185352904858,0.0498982953327267,0.5621826272234534,9,cnn
3C,level_2,MCAR,0.5,50.0,knn,baseline,0.0406048752387928,0.0492769963867636,0.5730175463918132,9,cnn
3C,level_2,MCAR,0.55,55.00000000000001,knn,baseline,0.0423415120070707,0.0514039759942696,0.535361709883692,9,cnn
3C,level_2,MCAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0404997506524935,0.0497596028763731,0.5646130741162365,9,cnn
3C,level_2,MCAR,0.65,65.0,knn,baseline,0.0413648580749547,0.0508407302166337,0.5454882327652812,9,cnn
3C,level_2,MCAR,0.7000000000000001,70.0,knn,baseline,0.0421900585684088,0.0518174643500552,0.5278566394722313,9,cnn
3C,level_2,MCAR,0.75,75.0,knn,baseline,0.0438813260520321,0.0552459123901955,0.4633120146208972,9,cnn
3C,level_2,MCAR,0.8,80.0,knn,baseline,0.048695571874614,0.0643972761284378,0.2707833633844051,9,cnn
3C,level_2,MCAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0707656490278582,0.0896151352401549,-0.4121612862185315,9,cnn
3C,level_2,MCAR,0.9,90.0,knn,baseline,0.0961206050246037,0.1166567920702727,-1.3929941205185816,9,cnn
3C,level_2,MCAR,0.95,95.0,knn,baseline,0.1818694182310262,0.2069824552018922,-6.533358593251456,9,cnn
3C,level_2,MAR,0.0,0.0,knn,baseline,0.0420212876419085,0.0506407664066997,0.5490565202649471,9,cnn
3C,level_2,MAR,0.05,5.0,knn,baseline,0.0411092765663814,0.0494871375982343,0.5693680573505062,9,cnn
3C,level_2,MAR,0.1,10.0,knn,baseline,0.0423723238410679,0.0506272500357057,0.5492972080106941,9,cnn
3C,level_2,MAR,0.15,15.0,knn,baseline,0.0413145899378097,0.0501649282085105,0.5574911484180183,9,cnn
3C,level_2,MAR,0.2,20.0,knn,baseline,0.0427101846011817,0.0523350065338663,0.518378198631746,9,cnn
3C,level_2,MAR,0.25,25.0,knn,baseline,0.0421625369728034,0.0504214113488965,0.5529546642576646,9,cnn
3C,level_2,MAR,0.3,30.0,knn,baseline,0.0422613601549297,0.0510667570351452,0.5414379286094315,9,cnn
3C,level_2,MAR,0.35,35.0,knn,baseline,0.0431878544782634,0.0523472894832461,0.5181521002396536,9,cnn
3C,level_2,MAR,0.4,40.0,knn,baseline,0.0419121133475157,0.0501358254289497,0.5580044353863481,9,cnn
3C,level_2,MAR,0.45,45.0,knn,baseline,0.041658254278467,0.0501080389466608,0.5584942288013663,9,cnn
3C,level_2,MAR,0.5,50.0,knn,baseline,0.0423841311227063,0.0514206275378071,0.535060635980332,9,cnn
3C,level_2,MAR,0.55,55.00000000000001,knn,baseline,0.0418345310851473,0.0504957956409463,0.5516346821979368,9,cnn
3C,level_2,MAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0439055125020074,0.0558316587615516,0.4518711840548267,9,cnn
3C,level_2,MAR,0.65,65.0,knn,baseline,0.0449210643035581,0.0583259411259587,0.4018018266434184,9,cnn
3C,level_2,MAR,0.7000000000000001,70.0,knn,baseline,0.0475612063824989,0.0621959552116825,0.3197855452765407,9,cnn
3C,level_2,MAR,0.75,75.0,knn,baseline,0.051434520789072,0.0753214815636285,0.0023934770514347,9,cnn
3C,level_2,MAR,0.8,80.0,knn,baseline,0.053829917814151,0.079250499880135,-0.1043979524163827,9,cnn
3C,level_2,MAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0582671955516715,0.086274692411338,-0.3088455823284146,9,cnn
3C,level_2,MAR,0.9,90.0,knn,baseline,0.0661581448640665,0.098756506678625,-0.7149561132624853,9,cnn
3C,level_2,MAR,0.95,95.0,knn,baseline,0.0774014230958113,0.116355798897547,-1.3806614364510952,9,cnn
3C,level_2,MNAR,0.0,0.0,knn,baseline,0.0420212876419085,0.0506407664066997,0.5490565202649471,9,cnn
3C,level_2,MNAR,0.05,5.0,knn,baseline,0.0425465006693035,0.0511684010520253,0.5396106546513536,9,cnn
3C,level_2,MNAR,0.1,10.0,knn,baseline,0.0421400531403561,0.0509211692968486,0.5440488580371163,9,cnn
3C,level_2,MNAR,0.15,15.0,knn,baseline,0.0426308557474303,0.051299778447363,0.5372434748848419,9,cnn
3C,level_2,MNAR,0.2,20.0,knn,baseline,0.0421357967870455,0.050351702470558,0.5541899127859982,9,cnn
3C,level_2,MNAR,0.25,25.0,knn,baseline,0.0424172619815132,0.050881306898722,0.544762439133156,9,cnn
3C,level_2,MNAR,0.3,30.0,knn,baseline,0.0425091571751497,0.0513329976827607,0.5366439637127,9,cnn
3C,level_2,MNAR,0.35,35.0,knn,baseline,0.0423825499577443,0.0515162873132776,0.5333291376495937,9,cnn
3C,level_2,MNAR,0.4,40.0,knn,baseline,0.0420712146612487,0.0506787206730819,0.5483803202808968,9,cnn
3C,level_2,MNAR,0.45,45.0,knn,baseline,0.0418483034702057,0.0509030459994774,0.5443733544204006,9,cnn
3C,level_2,MNAR,0.5,50.0,knn,baseline,0.0420805336476499,0.0508682348060815,0.5449963223998252,9,cnn
3C,level_2,MNAR,0.55,55.00000000000001,knn,baseline,0.0414001683839387,0.0506286160532243,0.5492728860807041,9,cnn
3C,level_2,MNAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0413386251808058,0.0502682265453797,0.5556668662780921,9,cnn
3C,level_2,MNAR,0.65,65.0,knn,baseline,0.0426046273150342,0.0517507352633687,0.5290718826165975,9,cnn
3C,level_2,MNAR,0.7000000000000001,70.0,knn,baseline,0.0420222639586626,0.0514230804196819,0.5350162775742086,9,cnn
3C,level_2,MNAR,0.75,75.0,knn,baseline,0.0426859620119099,0.0514210977371126,0.5350521329660347,9,cnn
3C,level_2,MNAR,0.8,80.0,knn,baseline,0.041100174018959,0.051477096495008,0.5340389037133859,9,cnn
3C,level_2,MNAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0441737501367609,0.0549979284790895,0.4681192945623545,9,cnn
3C,level_2,MNAR,0.9,90.0,knn,baseline,0.0431606446552502,0.0531849037468621,0.5026085364252775,9,cnn
3C,level_2,MNAR,0.95,95.0,knn,baseline,0.0449749812933288,0.0555753047838509,0.4568931523926163,9,cnn
3C,level_2,MCAR,0.0,0.0,knn,baseline,0.0590263889757343,0.0781464722319626,0.0452533575187494,0,cnn
3C,level_2,MCAR,0.05,5.0,knn,baseline,0.0587701784821018,0.0778145448059742,0.0533467123565928,0,cnn
3C,level_2,MCAR,0.1,10.0,knn,baseline,0.0594005138905329,0.078557031632373,0.035195068915909,0,cnn
3C,level_2,MCAR,0.15,15.0,knn,baseline,0.058871603391245,0.078100559305755,0.0463749010452185,0,cnn
3C,level_2,MCAR,0.2,20.0,knn,baseline,0.058273408676132,0.0773889831969456,0.0636727431628549,0,cnn
3C,level_2,MCAR,0.25,25.0,knn,baseline,0.0580124054099428,0.0765364160725155,0.0841894784761609,0,cnn
3C,level_2,MCAR,0.3,30.0,knn,baseline,0.0584555076335441,0.077586525324258,0.0588865284073688,0,cnn
3C,level_2,MCAR,0.35,35.0,knn,baseline,0.0600565378504732,0.0797067818857392,0.0067468864319804,0,cnn
3C,level_2,MCAR,0.4,40.0,knn,baseline,0.0576742922006293,0.0766017933633179,0.0826242423268279,0,cnn
3C,level_2,MCAR,0.45,45.0,knn,baseline,0.0573077315620168,0.0762538595996084,0.0909389591807187,0,cnn
3C,level_2,MCAR,0.5,50.0,knn,baseline,0.0581507107487359,0.0777285993165127,0.0554366982154626,0,cnn
3C,level_2,MCAR,0.55,55.00000000000001,knn,baseline,0.0573171501352135,0.0758882678330249,0.0996348739849073,0,cnn
3C,level_2,MCAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0571879340979213,0.0762555690585145,0.090898200065853,0,cnn
3C,level_2,MCAR,0.65,65.0,knn,baseline,0.0557762884530722,0.0743079511435814,0.1367432980947156,0,cnn
3C,level_2,MCAR,0.7000000000000001,70.0,knn,baseline,0.055393803511811,0.0731443547446883,0.1635672846017101,0,cnn
3C,level_2,MCAR,0.75,75.0,knn,baseline,0.0556262184079552,0.0728814423713367,0.1695694781566668,0,cnn
3C,level_2,MCAR,0.8,80.0,knn,baseline,0.0536125742915179,0.0700012758383183,0.2339073495497917,0,cnn
3C,level_2,MCAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0600891821030771,0.0759211352035655,0.098854804986622,0,cnn
3C,level_2,MCAR,0.9,90.0,knn,baseline,0.072668137432949,0.0894814225333662,-0.2518005680513488,0,cnn
3C,level_2,MCAR,0.95,95.0,knn,baseline,0.1143172468499146,0.1340562666708469,-1.809594383553594,0,cnn
3C,level_2,MAR,0.0,0.0,knn,baseline,0.0590263889757343,0.0781464722319626,0.0452533575187494,0,cnn
3C,level_2,MAR,0.05,5.0,knn,baseline,0.0590222352275213,0.0780627228371751,0.0472986605252535,0,cnn
3C,level_2,MAR,0.1,10.0,knn,baseline,0.059094275000117,0.0786912351824859,0.0318957882901864,0,cnn
3C,level_2,MAR,0.15,15.0,knn,baseline,0.0585182128996709,0.0777074879159492,0.0559497229286727,0,cnn
3C,level_2,MAR,0.2,20.0,knn,baseline,0.0595898792505504,0.079320345904807,0.0163545581805232,0,cnn
3C,level_2,MAR,0.25,25.0,knn,baseline,0.0582978064645792,0.077186386582643,0.0685687482725424,0,cnn
3C,level_2,MAR,0.3,30.0,knn,baseline,0.0581325087090192,0.0773314032106811,0.065065542281319,0,cnn
3C,level_2,MAR,0.35,35.0,knn,baseline,0.0582621647414237,0.0770162849467512,0.0726695594545412,0,cnn
3C,level_2,MAR,0.4,40.0,knn,baseline,0.0590226194668489,0.0780671211241493,0.0471913014225955,0,cnn
3C,level_2,MAR,0.45,45.0,knn,baseline,0.0583813760894097,0.0776937328647754,0.0562839072122651,0,cnn
3C,level_2,MAR,0.5,50.0,knn,baseline,0.0587165356356007,0.0775912418571477,0.058772103188774,0,cnn
3C,level_2,MAR,0.55,55.00000000000001,knn,baseline,0.060458716056662,0.0798911597909547,0.0021463810045595,0,cnn
3C,level_2,MAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0588383378068325,0.0769630782659627,0.0739504088605099,0,cnn
3C,level_2,MAR,0.65,65.0,knn,baseline,0.0595554597904655,0.0786979636144876,0.0317302272382177,0,cnn
3C,level_2,MAR,0.7000000000000001,70.0,knn,baseline,0.0586603216918036,0.077806468121215,0.0535432160669041,0,cnn
3C,level_2,MAR,0.75,75.0,knn,baseline,0.0560402518184827,0.0744405549139644,0.1336595572702283,0,cnn
3C,level_2,MAR,0.8,80.0,knn,baseline,0.056685169045788,0.0742769294340438,0.1374639237700032,0,cnn
3C,level_2,MAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0561776785037351,0.0728858594928673,0.1694688153932823,0,cnn
3C,level_2,MAR,0.9,90.0,knn,baseline,0.0582010217737838,0.0761414763290654,0.0936165408560038,0,cnn
3C,level_2,MAR,0.95,95.0,knn,baseline,0.0589510850540684,0.0763233160241019,0.0892821542474656,0,cnn
3C,level_2,MNAR,0.0,0.0,knn,baseline,0.0590263889757343,0.0781464722319626,0.0452533575187494,0,cnn
3C,level_2,MNAR,0.05,5.0,knn,baseline,0.0588091133947208,0.0777588729386283,0.0547007806419517,0,cnn
3C,level_2,MNAR,0.1,10.0,knn,baseline,0.0592264316878333,0.0786314800113089,0.0333655140731249,0,cnn
3C,level_2,MNAR,0.15,15.0,knn,baseline,0.059540161226159,0.0787035491297216,0.0315927782562618,0,cnn
3C,level_2,MNAR,0.2,20.0,knn,baseline,0.0575400500802772,0.0765809837800224,0.083122601787855,0,cnn
3C,level_2,MNAR,0.25,25.0,knn,baseline,0.0588260320101448,0.077376327954281,0.0639789490154904,0,cnn
3C,level_2,MNAR,0.3,30.0,knn,baseline,0.0584426547116877,0.0769635896996884,0.0739381012819428,0,cnn
3C,level_2,MNAR,0.35,35.0,knn,baseline,0.0582621378354901,0.0772031887596801,0.06816319032739,0,cnn
3C,level_2,MNAR,0.4,40.0,knn,baseline,0.0579173383356704,0.0767204494686903,0.0797800128175767,0,cnn
3C,level_2,MNAR,0.45,45.0,knn,baseline,0.0587219765207962,0.077241345484561,0.0672418649813755,0,cnn
3C,level_2,MNAR,0.5,50.0,knn,baseline,0.059905375076471,0.0798489174747003,0.0032013288724567,0,cnn
3C,level_2,MNAR,0.55,55.00000000000001,knn,baseline,0.0586423714827336,0.0773367930681982,0.06493521129246,0,cnn
3C,level_2,MNAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0575050409886719,0.0755613723396892,0.1073749738493744,0,cnn
3C,level_2,MNAR,0.65,65.0,knn,baseline,0.0585371464335713,0.0775454109796938,0.0598836863879034,0,cnn
3C,level_2,MNAR,0.7000000000000001,70.0,knn,baseline,0.059342967572294,0.0780330884419105,0.0480218576708951,0,cnn
3C,level_2,MNAR,0.75,75.0,knn,baseline,0.057956798820996,0.0765215465813797,0.0845452911549806,0,cnn
3C,level_2,MNAR,0.8,80.0,knn,baseline,0.0558365317439936,0.0735260483327814,0.1548148931174492,0,cnn
3C,level_2,MNAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0565881588827108,0.0743756110951774,0.1351705324088656,0,cnn
3C,level_2,MNAR,0.9,90.0,knn,baseline,0.0565585542307371,0.0742283366573697,0.1385921156127899,0,cnn
3C,level_2,MNAR,0.95,95.0,knn,baseline,0.0589566275907453,0.0762958470149514,0.0899375768988568,0,cnn
3C,level_2,MCAR,0.0,0.0,knn,baseline,0.040847828023272,0.0537316110637129,0.5787017614048815,2,cnn
3C,level_2,MCAR,0.05,5.0,knn,baseline,0.0413844911638964,0.0539666892428161,0.5750073004091188,2,cnn
3C,level_2,MCAR,0.1,10.0,knn,baseline,0.0414759607304797,0.054460178243872,0.5671992194640564,2,cnn
3C,level_2,MCAR,0.15,15.0,knn,baseline,0.0415236354310494,0.0546301695462892,0.564493125041656,2,cnn
3C,level_2,MCAR,0.2,20.0,knn,baseline,0.0412749792608172,0.0539921167561195,0.574606717993251,2,cnn
3C,level_2,MCAR,0.25,25.0,knn,baseline,0.0420726764461324,0.0546519173165315,0.5641463134262499,2,cnn
3C,level_2,MCAR,0.3,30.0,knn,baseline,0.0417469793366923,0.0544635156432105,0.5671461725096181,2,cnn
3C,level_2,MCAR,0.35,35.0,knn,baseline,0.0423872229193203,0.0537916441328631,0.5777598222085059,2,cnn
3C,level_2,MCAR,0.4,40.0,knn,baseline,0.0413333606412002,0.0539229766009023,0.5756955038216041,2,cnn
3C,level_2,MCAR,0.45,45.0,knn,baseline,0.0424926521929524,0.0550441171519567,0.5578682130707587,2,cnn
3C,level_2,MCAR,0.5,50.0,knn,baseline,0.0427702955373265,0.0553311861317381,0.5532445296119388,2,cnn
3C,level_2,MCAR,0.55,55.00000000000001,knn,baseline,0.0410602947785343,0.0531334474874215,0.5880296985443798,2,cnn
3C,level_2,MCAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0437862404955729,0.0557602378109919,0.5462891624905708,2,cnn
3C,level_2,MCAR,0.65,65.0,knn,baseline,0.0441206719210638,0.0560489789589173,0.5415781288826534,2,cnn
3C,level_2,MCAR,0.7000000000000001,70.0,knn,baseline,0.0459872147752086,0.0585769493588491,0.4992932813613251,2,cnn
3C,level_2,MCAR,0.75,75.0,knn,baseline,0.0483260444942921,0.0605770803162255,0.4645158834347452,2,cnn
3C,level_2,MCAR,0.8,80.0,knn,baseline,0.0555923569641277,0.0693011023736273,0.2991740014538571,2,cnn
3C,level_2,MCAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0742424656341355,0.0908510401916452,-0.2044526366688461,2,cnn
3C,level_2,MCAR,0.9,90.0,knn,baseline,0.109671001338856,0.1286132347451754,-1.4137997671882006,2,cnn
3C,level_2,MCAR,0.95,95.0,knn,baseline,0.1652438777907159,0.186241499886239,-4.061541937996155,2,cnn
3C,level_2,MAR,0.0,0.0,knn,baseline,0.040847828023272,0.0537316110637129,0.5787017614048815,2,cnn
3C,level_2,MAR,0.05,5.0,knn,baseline,0.0409490440592442,0.0541561669090129,0.5720177529325663,2,cnn
3C,level_2,MAR,0.1,10.0,knn,baseline,0.0419063537534009,0.0548155583778815,0.5615323030358499,2,cnn
3C,level_2,MAR,0.15,15.0,knn,baseline,0.0414553609679666,0.0535488226600806,0.5815632965163329,2,cnn
3C,level_2,MAR,0.2,20.0,knn,baseline,0.0406972719342382,0.0538512667806539,0.5768232816050327,2,cnn
3C,level_2,MAR,0.25,25.0,knn,baseline,0.0417698271713421,0.0548405337482867,0.5611326578175941,2,cnn
3C,level_2,MAR,0.3,30.0,knn,baseline,0.0418260817769012,0.0540798769215142,0.5732227038926814,2,cnn
3C,level_2,MAR,0.35,35.0,knn,baseline,0.0419496892255653,0.0550069694748002,0.558464775524061,2,cnn
3C,level_2,MAR,0.4,40.0,knn,baseline,0.0429886839089532,0.0560075683228802,0.5422552697979435,2,cnn
3C,level_2,MAR,0.45,45.0,knn,baseline,0.0422296231252384,0.0549110086834271,0.5600039663660366,2,cnn
3C,level_2,MAR,0.5,50.0,knn,baseline,0.0415047197311122,0.054906546611769,0.5600754716656022,2,cnn
3C,level_2,MAR,0.55,55.00000000000001,knn,baseline,0.0425142180542386,0.0559921126075192,0.5425078712338252,2,cnn
3C,level_2,MAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0408236157054921,0.0549720534256287,0.5590251326147735,2,cnn
3C,level_2,MAR,0.65,65.0,knn,baseline,0.042001043625617,0.0571517291498902,0.5233619952461135,2,cnn
3C,level_2,MAR,0.7000000000000001,70.0,knn,baseline,0.0415768734959662,0.056714143355751,0.5306328707981585,2,cnn
3C,level_2,MAR,0.75,75.0,knn,baseline,0.0434365899411418,0.0600938492645536,0.4730250575516508,2,cnn
3C,level_2,MAR,0.8,80.0,knn,baseline,0.0468887225398462,0.0688577016508149,0.3081133296127365,2,cnn
3C,level_2,MAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0500486999507612,0.0744326132580936,0.1915438812015251,2,cnn
3C,level_2,MAR,0.9,90.0,knn,baseline,0.0545744928815778,0.0800595083123198,0.0646896168837617,2,cnn
3C,level_2,MAR,0.95,95.0,knn,baseline,0.0604724070792305,0.0894627570933083,-0.1679237097662103,2,cnn
3C,level_2,MNAR,0.0,0.0,knn,baseline,0.040847828023272,0.0537316110637129,0.5787017614048815,2,cnn
3C,level_2,MNAR,0.05,5.0,knn,baseline,0.0409601451311224,0.053415924087022,0.5836376888735224,2,cnn
3C,level_2,MNAR,0.1,10.0,knn,baseline,0.0411547796066661,0.0540768438509765,0.5732705741696549,2,cnn
3C,level_2,MNAR,0.15,15.0,knn,baseline,0.04105247191849,0.0539651744852911,0.575031157787221,2,cnn
3C,level_2,MNAR,0.2,20.0,knn,baseline,0.0418927878635435,0.0549487273823163,0.5593992869665687,2,cnn
3C,level_2,MNAR,0.25,25.0,knn,baseline,0.0421352092786035,0.0559049039197741,0.5439318652925338,2,cnn
3C,level_2,MNAR,0.3,30.0,knn,baseline,0.0423368310743563,0.0544020511081261,0.5681226113748206,2,cnn
3C,level_2,MNAR,0.35,35.0,knn,baseline,0.0411755023952192,0.0538051993926727,0.5775469900275123,2,cnn
3C,level_2,MNAR,0.4,40.0,knn,baseline,0.0412766834983784,0.0536035445908642,0.5807076525326915,2,cnn
3C,level_2,MNAR,0.45,45.0,knn,baseline,0.0411357536490433,0.0533961854087653,0.5839453470621973,2,cnn
3C,level_2,MNAR,0.5,50.0,knn,baseline,0.0412374275646887,0.0544160812101336,0.5678998232619488,2,cnn
3C,level_2,MNAR,0.55,55.00000000000001,knn,baseline,0.0403730611657429,0.0525659749597366,0.5967825059849926,2,cnn
3C,level_2,MNAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0409700543575061,0.0540970077472307,0.5729522814785768,2,cnn
3C,level_2,MNAR,0.65,65.0,knn,baseline,0.041548589701288,0.0541586489990634,0.5719785213960159,2,cnn
3C,level_2,MNAR,0.7000000000000001,70.0,knn,baseline,0.0411090831664201,0.0538508894915774,0.5768292112480482,2,cnn
3C,level_2,MNAR,0.75,75.0,knn,baseline,0.0385734741038475,0.0506685878763492,0.6253657147485756,2,cnn
3C,level_2,MNAR,0.8,80.0,knn,baseline,0.0394159106602581,0.055017775544184,0.5582912800935178,2,cnn
3C,level_2,MNAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0412046834136749,0.0530428865885001,0.589432830028753,2,cnn
3C,level_2,MNAR,0.9,90.0,knn,baseline,0.0424831816023466,0.0576098640739702,0.5156897957486475,2,cnn
3C,level_2,MNAR,0.95,95.0,knn,baseline,0.045015167917964,0.0600123345381886,0.4744537256974739,2,cnn
3C,level_2,MCAR,0.0,0.0,knn,baseline,0.0518956767967155,0.0727815384743187,0.2309965489210698,3,cnn
3C,level_2,MCAR,0.05,5.0,knn,baseline,0.0516971688201835,0.0725539643424603,0.2357980876678681,3,cnn
3C,level_2,MCAR,0.1,10.0,knn,baseline,0.0522105148856704,0.0728473132731636,0.2296059791653224,3,cnn
3C,level_2,MCAR,0.15,15.0,knn,baseline,0.0517188378780811,0.0728449194884244,0.2296566090943518,3,cnn
3C,level_2,MCAR,0.2,20.0,knn,baseline,0.0512665907498952,0.072077586466041,0.2458004009443011,3,cnn
3C,level_2,MCAR,0.25,25.0,knn,baseline,0.0513135485803758,0.0726800312481464,0.2331400862735142,3,cnn
3C,level_2,MCAR,0.3,30.0,knn,baseline,0.0518499958072696,0.07241173099252,0.2387914032571332,3,cnn
3C,level_2,MCAR,0.35,35.0,knn,baseline,0.0515368581548467,0.0726956099590735,0.2328113035507263,3,cnn
3C,level_2,MCAR,0.4,40.0,knn,baseline,0.0513849413081332,0.0726107652330314,0.23460106581204,3,cnn
3C,level_2,MCAR,0.45,45.0,knn,baseline,0.0502153445020452,0.0708502620336409,0.2712664787589457,3,cnn
3C,level_2,MCAR,0.5,50.0,knn,baseline,0.0503456715824367,0.071770371559863,0.2522159201724906,3,cnn
3C,level_2,MCAR,0.55,55.00000000000001,knn,baseline,0.0505009241190042,0.0711544776132738,0.2649949976680089,3,cnn
3C,level_2,MCAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0494044855581747,0.0705490474301843,0.2774496195799774,3,cnn
3C,level_2,MCAR,0.65,65.0,knn,baseline,0.0482131504789129,0.0692067656929395,0.3046828642782283,3,cnn
3C,level_2,MCAR,0.7000000000000001,70.0,knn,baseline,0.0466513899794569,0.0669252956653111,0.3497708687131031,3,cnn
3C,level_2,MCAR,0.75,75.0,knn,baseline,0.0451450571352297,0.0655442081880505,0.3763305538860074,3,cnn
3C,level_2,MCAR,0.8,80.0,knn,baseline,0.0470634131809612,0.0668594686448388,0.3510493567883248,3,cnn
3C,level_2,MCAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0461922638953269,0.0652241488775037,0.3824065705803895,3,cnn
3C,level_2,MCAR,0.9,90.0,knn,baseline,0.0489296897785083,0.0643608888825501,0.3986464313160531,3,cnn
3C,level_2,MCAR,0.95,95.0,knn,baseline,0.0790849453092695,0.0924554280648835,-0.2409396267991161,3,cnn
3C,level_2,MAR,0.0,0.0,knn,baseline,0.0518956767967155,0.0727815384743187,0.2309965489210698,3,cnn
3C,level_2,MAR,0.05,5.0,knn,baseline,0.0514644515785011,0.0724485722371949,0.238016639119313,3,cnn
3C,level_2,MAR,0.1,10.0,knn,baseline,0.0520711751250533,0.0729399394835105,0.2276456036315522,3,cnn
3C,level_2,MAR,0.15,15.0,knn,baseline,0.0524395385518804,0.0736117976065023,0.2133515841889249,3,cnn
3C,level_2,MAR,0.2,20.0,knn,baseline,0.0521009483784168,0.0732268036921049,0.221558499074109,3,cnn
3C,level_2,MAR,0.25,25.0,knn,baseline,0.052673318899,0.074070603905189,0.2035150083866032,3,cnn
3C,level_2,MAR,0.3,30.0,knn,baseline,0.0514358826293601,0.0724530125926399,0.237923232705708,3,cnn
3C,level_2,MAR,0.35,35.0,knn,baseline,0.0514776142386702,0.0728018743186804,0.2305667553340896,3,cnn
3C,level_2,MAR,0.4,40.0,knn,baseline,0.0512048072179158,0.071786078366222,0.2518885821720614,3,cnn
3C,level_2,MAR,0.45,45.0,knn,baseline,0.0526086026732986,0.073093072529604,0.224399175522403,3,cnn
3C,level_2,MAR,0.5,50.0,knn,baseline,0.0511437886813739,0.0719721503797741,0.2480052942132257,3,cnn
3C,level_2,MAR,0.55,55.00000000000001,knn,baseline,0.0511261506604718,0.0717151577645705,0.2533660358689109,3,cnn
3C,level_2,MAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0516095390122216,0.072516995200193,0.2365766720427125,3,cnn
3C,level_2,MAR,0.65,65.0,knn,baseline,0.0522060141632148,0.0727599050712499,0.2314536343172162,3,cnn
3C,level_2,MAR,0.7000000000000001,70.0,knn,baseline,0.0530053340920456,0.072618045769407,0.2344475680727793,3,cnn
3C,level_2,MAR,0.75,75.0,knn,baseline,0.0511272904842823,0.0699999743118475,0.2886528646114541,3,cnn
3C,level_2,MAR,0.8,80.0,knn,baseline,0.0475722809679873,0.0638938292394433,0.4073426713631028,3,cnn
3C,level_2,MAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0478027198172904,0.0624742355013208,0.4333854449473207,3,cnn
3C,level_2,MAR,0.9,90.0,knn,baseline,0.0447102091308112,0.0586335922747438,0.5009100427128033,3,cnn
3C,level_2,MAR,0.95,95.0,knn,baseline,0.0444360596081158,0.0572877806089375,0.5235582395129083,3,cnn
3C,level_2,MNAR,0.0,0.0,knn,baseline,0.0518956767967155,0.0727815384743187,0.2309965489210698,3,cnn
3C,level_2,MNAR,0.05,5.0,knn,baseline,0.0522070776552767,0.0728538882893131,0.2294669052175294,3,cnn
3C,level_2,MNAR,0.1,10.0,knn,baseline,0.0519977835870003,0.0723266645987189,0.2405788273277213,3,cnn
3C,level_2,MNAR,0.15,15.0,knn,baseline,0.0518295083157651,0.0728689138239713,0.2291490398051502,3,cnn
3C,level_2,MNAR,0.2,20.0,knn,baseline,0.0520312040560954,0.0725386503388203,0.2361206546259923,3,cnn
3C,level_2,MNAR,0.25,25.0,knn,baseline,0.0511625510619567,0.0715271793330424,0.257275032043664,3,cnn
3C,level_2,MNAR,0.3,30.0,knn,baseline,0.0512638440879615,0.071285314955291,0.262289489365653,3,cnn
3C,level_2,MNAR,0.35,35.0,knn,baseline,0.0518589265591389,0.07273828192019,0.2319103673153383,3,cnn
3C,level_2,MNAR,0.4,40.0,knn,baseline,0.0510471564189807,0.0724185346590713,0.2386483531545576,3,cnn
3C,level_2,MNAR,0.45,45.0,knn,baseline,0.051443381396285,0.0722792829132159,0.2415735052691834,3,cnn
3C,level_2,MNAR,0.5,50.0,knn,baseline,0.0506840365650417,0.0717222693029527,0.2532179505958843,3,cnn
3C,level_2,MNAR,0.55,55.00000000000001,knn,baseline,0.0506622127833667,0.0716730252658503,0.2542430698153215,3,cnn
3C,level_2,MNAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0510141771282161,0.0716930816305202,0.2538256389719903,3,cnn
3C,level_2,MNAR,0.65,65.0,knn,baseline,0.0497842710615278,0.0713723374092323,0.2604872510264655,3,cnn
3C,level_2,MNAR,0.7000000000000001,70.0,knn,baseline,0.0503245960373062,0.0727221667207839,0.2322506708281274,3,cnn
3C,level_2,MNAR,0.75,75.0,knn,baseline,0.0486547596261308,0.0689152339080703,0.3105285383073329,3,cnn
