batch,level,missing_mode,missing_rate,missing_rate_pct,imputation_method,config_type,mae,rmse,r2,seed,architecture,param_count
3C,level_4,MAR,0.1,10.0,iterative,baseline,0.0774866152279813,0.1105703220796053,-1.1488974121072006,6,cnn,36185
3C,level_4,MAR,0.15,15.0,zero,baseline,0.1066354734147658,0.1478364105432588,-2.841504553399492,6,cnn,36185
3C,level_4,MAR,0.15,15.0,mean,baseline,0.1017812032901065,0.1357520090135773,-2.23915003415025,6,cnn,36185
3C,level_4,MAR,0.15,15.0,iterative,baseline,0.0844589851596545,0.1062470103926544,-0.984138438641178,6,cnn,36185
3C,level_4,MAR,0.2,20.0,zero,baseline,0.1253305062665625,0.1949796410639858,-5.682163021442269,6,cnn,36185
3C,level_4,MAR,0.2,20.0,mean,baseline,0.1128049123667775,0.157494570623679,-3.3598315225420103,6,cnn,36185
3C,level_4,MAR,0.2,20.0,iterative,baseline,0.0837992368527981,0.1064369127363175,-0.9912375423511371,6,cnn,36185
3C,level_4,MAR,0.25,25.0,zero,baseline,0.1163802299409964,0.1715517167447255,-4.17283553283528,6,cnn,36185
3C,level_4,MAR,0.25,25.0,mean,baseline,0.1162708366689547,0.1644294051090764,-3.75223058069873,6,cnn,36185
3C,level_4,MAR,0.25,25.0,iterative,baseline,0.0996636958334927,0.1364906459477036,-2.274494850133096,6,cnn,36185
3C,level_4,MAR,0.3,30.0,zero,baseline,0.1232745291593489,0.1908143975954668,-5.399717665582428,6,cnn,36185
3C,level_4,MAR,0.3,30.0,mean,baseline,0.111308510732203,0.1443314075610544,-2.661510025271261,6,cnn,36185
3C,level_4,MAR,0.3,30.0,iterative,baseline,0.1243992654818324,0.1873730559600863,-5.170961167583121,6,cnn,36185
3C,level_4,MAR,0.35,35.0,zero,baseline,0.1235317520054293,0.1733563338621795,-4.282237955046568,6,cnn,36185
3C,level_4,MAR,0.35,35.0,mean,baseline,0.1141494400601991,0.1421203490887191,-2.5501856539399865,6,cnn,36185
3C,level_4,MAR,0.35,35.0,iterative,baseline,0.1312827208355558,0.2073553249786809,-6.557339264208683,6,cnn,36185
3C,level_4,MAR,0.4,40.0,zero,baseline,0.1315674499905725,0.1838951843210074,-4.944006101119309,6,cnn,36185
3C,level_4,MAR,0.4,40.0,mean,baseline,0.1355626033964291,0.1899635417399065,-5.342771261585287,6,cnn,36185
3C,level_4,MAR,0.4,40.0,iterative,baseline,0.1280544237049532,0.2030886780245849,-6.249531793286723,6,cnn,36185
3C,level_4,MAR,0.45,45.0,zero,baseline,0.1470306496306764,0.1944016724681794,-5.642606519341854,6,cnn,36185
3C,level_4,MAR,0.45,45.0,mean,baseline,0.141678245472796,0.2043544208338655,-6.340178278399278,6,cnn,36185
3C,level_4,MAR,0.45,45.0,iterative,baseline,0.1782438843227888,0.2966663907502777,-14.469462698075157,6,cnn,36185
3C,level_4,MAR,0.5,50.0,zero,baseline,0.1403342922304717,0.1921145719668461,-5.487227801377956,6,cnn,36185
3C,level_4,MAR,0.5,50.0,mean,baseline,0.137743806621838,0.1786373979459025,-4.608972384829005,6,cnn,36185
3C,level_4,MAR,0.5,50.0,iterative,baseline,0.1841611773520008,0.3043144730852992,-15.27735176673881,6,cnn,36185
3C,level_4,MAR,0.55,55.00000000000001,zero,baseline,0.1375940502327932,0.1909687140895265,-5.410073082647488,6,cnn,36185
3C,level_4,MAR,0.55,55.00000000000001,mean,baseline,0.1265705231400163,0.1630525098520564,-3.672975564555589,6,cnn,36185
3C,level_4,MAR,0.55,55.00000000000001,iterative,baseline,0.1630389915251396,0.2546787687326717,-10.400503091448693,6,cnn,36185
3C,level_4,MAR,0.6000000000000001,60.00000000000001,zero,baseline,0.1418071835018659,0.1812660977704678,-4.775262178583612,6,cnn,36185
3C,level_4,MAR,0.6000000000000001,60.00000000000001,mean,baseline,0.1351376435017921,0.1779476988008805,-4.565744756441502,6,cnn,36185
3C,level_4,MAR,0.6000000000000001,60.00000000000001,iterative,baseline,0.1752882271428623,0.2594719810618598,-10.83367040211467,6,cnn,36185
3C,level_4,MAR,0.65,65.0,zero,baseline,0.1386159502295821,0.178034901050005,-4.571201015606026,6,cnn,36185
3C,level_4,MAR,0.65,65.0,mean,baseline,0.1399505709359343,0.1789083759722854,-4.626001977415705,6,cnn,36185
3C,level_4,MAR,0.65,65.0,iterative,baseline,0.1634870877870371,0.226882327447732,-8.04773497778796,6,cnn,36185
3C,level_4,MAR,0.7000000000000001,70.0,zero,baseline,0.1451917139879414,0.1766223432679113,-4.483146102882992,6,cnn,36185
3C,level_4,MAR,0.7000000000000001,70.0,mean,baseline,0.1472817418317839,0.1773226714069423,-4.526714934112764,6,cnn,36185
3C,level_4,MAR,0.7000000000000001,70.0,iterative,baseline,0.1561918727847892,0.2146566435255333,-7.0989217335592745,6,cnn,36185
3C,level_4,MAR,0.75,75.0,zero,baseline,0.1463500040987847,0.1784523445176338,-4.597357549849499,6,cnn,36185
3C,level_4,MAR,0.75,75.0,mean,baseline,0.145053272755493,0.1729154338674555,-4.255403318886531,6,cnn,36185
3C,level_4,MAR,0.75,75.0,iterative,baseline,0.1596811012102404,0.2110089690344586,-6.826009391326649,6,cnn,36185
3C,level_4,MAR,0.8,80.0,zero,baseline,0.1574642371135138,0.189564217200223,-5.316132865061805,6,cnn,36185
3C,level_4,MAR,0.8,80.0,mean,baseline,0.154976450264174,0.1851241241177427,-5.023717096506906,6,cnn,36185
3C,level_4,MAR,0.8,80.0,iterative,baseline,0.1573046046702514,0.2038366447399787,-6.303029543954133,6,cnn,36185
3C,level_4,MAR,0.8500000000000001,85.00000000000001,zero,baseline,0.1754640827234922,0.2082013066092544,-6.619130898797814,6,cnn,36185
3C,level_4,MAR,0.8500000000000001,85.00000000000001,mean,baseline,0.1607628359682683,0.1906934865780347,-5.391609774113585,6,cnn,36185
3C,level_4,MAR,0.8500000000000001,85.00000000000001,iterative,baseline,0.1645660341838156,0.2069443093694156,-6.52740894152331,6,cnn,36185
3C,level_4,MAR,0.9,90.0,zero,baseline,0.1805950879961112,0.2133606646614556,-7.001423267343064,6,cnn,36185
3C,level_4,MAR,0.9,90.0,mean,baseline,0.1869216754682746,0.2137126410986546,-7.02784458978563,6,cnn,36185
3C,level_4,MAR,0.9,90.0,iterative,baseline,0.1663930150276058,0.2192288100036284,-7.4476086556434495,6,cnn,36185
3C,level_4,MAR,0.95,95.0,zero,baseline,0.1953514695906303,0.2252448437498461,-7.917605368468536,6,cnn,36185
3C,level_4,MAR,0.95,95.0,mean,baseline,0.1920820092662399,0.2219706754469126,-7.660236271154032,6,cnn,36185
3C,level_4,MAR,0.95,95.0,iterative,baseline,0.1828628801280903,0.2238200039153994,-7.805141338398865,6,cnn,36185
3C,level_4,MNAR,0.0,0.0,zero,baseline,0.0681073111558744,0.0771588410753158,-0.0464293819875534,6,cnn,36185
3C,level_4,MNAR,0.0,0.0,mean,baseline,0.0681073111558744,0.0771588410753158,-0.0464293819875534,6,cnn,36185
3C,level_4,MNAR,0.0,0.0,iterative,baseline,0.0681073111558744,0.0771588410753158,-0.0464293819875534,6,cnn,36185
3C,level_4,MNAR,0.05,5.0,zero,baseline,0.078564926214621,0.0971474202893077,-0.6588269356135084,6,cnn,36185
3C,level_4,MNAR,0.05,5.0,mean,baseline,0.0812717163663515,0.100336515972929,-0.7695244472031837,6,cnn,36185
3C,level_4,MNAR,0.05,5.0,iterative,baseline,0.0707359987637246,0.0808635689230429,-0.1493289435628226,6,cnn,36185
3C,level_4,MNAR,0.1,10.0,zero,baseline,0.0875585918974988,0.1223812163107725,-1.6324980852906663,6,cnn,36185
3C,level_4,MNAR,0.1,10.0,mean,baseline,0.0808455908007465,0.1044289645025334,-0.9168162250940736,6,cnn,36185
3C,level_4,MNAR,0.1,10.0,iterative,baseline,0.080084884098438,0.101184063997013,-0.7995452466812742,6,cnn,36185
3C,level_4,MNAR,0.15,15.0,zero,baseline,0.1089479460503573,0.1600696786584259,-3.5035675348669537,6,cnn,36185
3C,level_4,MNAR,0.15,15.0,mean,baseline,0.1050356657146847,0.1585702852301841,-3.419591690217546,6,cnn,36185
3C,level_4,MNAR,0.15,15.0,iterative,baseline,0.0982933978038214,0.1358890396626687,-2.245692653396707,6,cnn,36185
3C,level_4,MNAR,0.2,20.0,zero,baseline,0.106021075584519,0.1593423246642702,-3.462732249559539,6,cnn,36185
3C,level_4,MNAR,0.2,20.0,mean,baseline,0.1068514110941282,0.1591373406946218,-3.451257581235512,6,cnn,36185
3C,level_4,MNAR,0.2,20.0,iterative,baseline,0.1027298010694029,0.1364905767377313,-2.274491529354026,6,cnn,36185
3C,level_4,MNAR,0.25,25.0,zero,baseline,0.1218621808396818,0.1940655326888648,-5.619654927861118,6,cnn,36185
3C,level_4,MNAR,0.25,25.0,mean,baseline,0.1151207305601505,0.1678531557917679,-3.95219292255246,6,cnn,36185
3C,level_4,MNAR,0.25,25.0,iterative,baseline,0.1506630849480069,0.217672231387469,-7.328074319653519,6,cnn,36185
3C,level_4,MNAR,0.3,30.0,zero,baseline,0.1334826456414702,0.2251679787201609,-7.911520123324932,6,cnn,36185
3C,level_4,MNAR,0.3,30.0,mean,baseline,0.1155174009654443,0.1562795303656499,-3.2928204922598434,6,cnn,36185
3C,level_4,MNAR,0.3,30.0,iterative,baseline,0.168887757346104,0.2423307412581792,-9.321802741872675,6,cnn,36185
3C,level_4,MNAR,0.35,35.0,zero,baseline,0.1150865079673802,0.1738670448257866,-4.313406941009797,6,cnn,36185
3C,level_4,MNAR,0.35,35.0,mean,baseline,0.1236042693198566,0.1834770844365744,-4.9170085139935935,6,cnn,36185
3C,level_4,MNAR,0.35,35.0,iterative,baseline,0.183723685263468,0.2558380091341493,-10.504524339871558,6,cnn,36185
3C,level_4,MNAR,0.4,40.0,zero,baseline,0.1321976321527096,0.2189892164838042,-7.429154089485992,6,cnn,36185
3C,level_4,MNAR,0.4,40.0,mean,baseline,0.1335573187087063,0.1923249011576233,-5.501440156737699,6,cnn,36185
3C,level_4,MNAR,0.4,40.0,iterative,baseline,0.226692883734412,0.3005290665082057,-14.874918279322056,6,cnn,36185
3C,level_4,MNAR,0.45,45.0,zero,baseline,0.1381559925616627,0.2255074923228852,-7.938414385486897,6,cnn,36185
3C,level_4,MNAR,0.45,45.0,mean,baseline,0.1499230034105095,0.2121734746086329,-6.912627310678766,6,cnn,36185
3C,level_4,MNAR,0.45,45.0,iterative,baseline,0.2515795321923466,0.3375017931678761,-19.021227604048352,6,cnn,36185
3C,level_4,MNAR,0.5,50.0,zero,baseline,0.1310399968433828,0.2096029682881526,-6.722063894603145,6,cnn,36185
3C,level_4,MNAR,0.5,50.0,mean,baseline,0.1468901821783451,0.2182148083487424,-7.369643727572397,6,cnn,36185
3C,level_4,MNAR,0.5,50.0,iterative,baseline,0.250462463578148,0.3337741184589982,-18.58140494104612,6,cnn,36185
3C,level_4,MNAR,0.55,55.00000000000001,zero,baseline,0.1485386707939452,0.2245595465583017,-7.863425097136814,6,cnn,36185
3C,level_4,MNAR,0.55,55.00000000000001,mean,baseline,0.1423260465709256,0.1944363871321084,-5.644979096068856,6,cnn,36185
3C,level_4,MNAR,0.55,55.00000000000001,iterative,baseline,0.278744032199394,0.3635285794269293,-22.228205108445888,6,cnn,36185
3C,level_4,MNAR,0.6000000000000001,60.00000000000001,zero,baseline,0.1424019027148054,0.2226090370642795,-7.710119544091112,6,cnn,36185
3C,level_4,MNAR,0.6000000000000001,60.00000000000001,mean,baseline,0.1435111604005518,0.202674143789897,-6.219967249030159,6,cnn,36185
3C,level_4,MNAR,0.6000000000000001,60.00000000000001,iterative,baseline,0.3083180630878663,0.4214573712684415,-30.220930436043503,6,cnn,36185
3C,level_4,MNAR,0.65,65.0,zero,baseline,0.1593846143993413,0.2441051986145354,-9.4735181729235,6,cnn,36185
3C,level_4,MNAR,0.65,65.0,mean,baseline,0.1496789015872937,0.2066332661034741,-6.504798121151485,6,cnn,36185
3C,level_4,MNAR,0.65,65.0,iterative,baseline,0.3232673947262652,0.4216648478829544,-30.25167711555277,6,cnn,36185
3C,level_4,MNAR,0.7000000000000001,70.0,zero,baseline,0.1577259665867532,0.2313697665727126,-8.40917942892971,6,cnn,36185
3C,level_4,MNAR,0.7000000000000001,70.0,mean,baseline,0.1515404162731529,0.2138191794484114,-7.035850541070259,6,cnn,36185
3C,level_4,MNAR,0.7000000000000001,70.0,iterative,baseline,0.3083955266464483,0.3901804216636407,-25.758975444798896,6,cnn,36185
3C,level_4,MNAR,0.75,75.0,zero,baseline,0.1493539898171671,0.2261111904238258,-7.986335867768602,6,cnn,36185
3C,level_4,MNAR,0.75,75.0,mean,baseline,0.1560600646963701,0.2060586822985221,-6.463119061653789,6,cnn,36185
3C,level_4,MNAR,0.75,75.0,iterative,baseline,0.3255936812358283,0.4186103083892696,-29.800542863777693,6,cnn,36185
3C,level_4,MNAR,0.8,80.0,zero,baseline,0.1645604733838721,0.2254963118237525,-7.93752808715703,6,cnn,36185
3C,level_4,MNAR,0.8,80.0,mean,baseline,0.1659375114675979,0.2254609137102823,-7.934722304667618,6,cnn,36185
3C,level_4,MNAR,0.8,80.0,iterative,baseline,0.3325377249482651,0.4200771912867755,-30.0167819257543,6,cnn,36185
3C,level_4,MNAR,0.8500000000000001,85.00000000000001,zero,baseline,0.1760369700422869,0.2422663926760762,-9.31632176011462,6,cnn,36185
3C,level_4,MNAR,0.8500000000000001,85.00000000000001,mean,baseline,0.1651291998899038,0.2193140633968366,-7.45418012163911,6,cnn,36185
3C,level_4,MNAR,0.8500000000000001,85.00000000000001,iterative,baseline,0.3360414512773075,0.4189609830414703,-29.85216841378362,6,cnn,36185
3C,level_4,MNAR,0.9,90.0,zero,baseline,0.1874547194516714,0.2412876569312571,-9.233135996440184,6,cnn,36185
3C,level_4,MNAR,0.9,90.0,mean,baseline,0.1623284230064338,0.2119410202131945,-6.895298872886041,6,cnn,36185
3C,level_4,MNAR,0.9,90.0,iterative,baseline,0.3488282367186927,0.4197512047985388,-29.968661585689983,6,cnn,36185
3C,level_4,MNAR,0.95,95.0,zero,baseline,0.1849904889858944,0.2472236019917277,-9.7428223241385,6,cnn,36185
3C,level_4,MNAR,0.95,95.0,mean,baseline,0.1619091182057286,0.2130658058246691,-6.979323035115901,6,cnn,36185
3C,level_4,MNAR,0.95,95.0,iterative,baseline,0.3427219415886302,0.4338169439658114,-32.078937752406404,6,cnn,36185
3C,level_4,MCAR,0.0,0.0,zero,baseline,0.0995956565631954,0.118098879156766,-1.176425366383706,8,cnn,36185
3C,level_4,MCAR,0.0,0.0,mean,baseline,0.0995956565631954,0.118098879156766,-1.176425366383706,8,cnn,36185
3C,level_4,MCAR,0.0,0.0,iterative,baseline,0.0995956565631954,0.118098879156766,-1.176425366383706,8,cnn,36185
3C,level_4,MCAR,0.05,5.0,zero,baseline,0.1107619910857373,0.1372681902861503,-1.9403027047295835,8,cnn,36185
3C,level_4,MCAR,0.05,5.0,mean,baseline,0.1061701553649344,0.1352938826100028,-1.8563310938105635,8,cnn,36185
3C,level_4,MCAR,0.05,5.0,iterative,baseline,0.1121822620373926,0.1512041177773236,-2.567627183783288,8,cnn,36185
3C,level_4,MCAR,0.1,10.0,zero,baseline,0.1173075621660666,0.1484800305342232,-2.440236692823776,8,cnn,36185
3C,level_4,MCAR,0.1,10.0,mean,baseline,0.1172276264600813,0.1453073666718693,-2.29478812449972,8,cnn,36185
3C,level_4,MCAR,0.1,10.0,iterative,baseline,0.1221908418091951,0.1529960103314875,-2.65268683248296,8,cnn,36185
3C,level_4,MCAR,0.15,15.0,zero,baseline,0.1199940655694376,0.1641850931078173,-3.206488194682251,8,cnn,36185
3C,level_4,MCAR,0.15,15.0,mean,baseline,0.1334201041014558,0.1822565403878375,-4.183444724577292,8,cnn,36185
3C,level_4,MCAR,0.15,15.0,iterative,baseline,0.1331129147215028,0.1680609196806101,-3.407432795196687,8,cnn,36185
3C,level_4,MCAR,0.2,20.0,zero,baseline,0.1149202833354846,0.147774976095977,-2.4076424740235205,8,cnn,36185
3C,level_4,MCAR,0.2,20.0,mean,baseline,0.1241918046668576,0.1589419656799592,-2.94211588354916,8,cnn,36185
3C,level_4,MCAR,0.2,20.0,iterative,baseline,0.1764942058222776,0.2584417370817763,-9.4226350253172,8,cnn,36185
3C,level_4,MCAR,0.25,25.0,zero,baseline,0.1246012688320215,0.1631976372212149,-3.1560423153452355,8,cnn,36185
3C,level_4,MCAR,0.25,25.0,mean,baseline,0.1301864354456142,0.174557103234121,-3.754745539459342,8,cnn,36185
3C,level_4,MCAR,0.25,25.0,iterative,baseline,0.2085431918401061,0.2836997493125878,-11.55943583031833,8,cnn,36185
3C,level_4,MCAR,0.3,30.0,zero,baseline,0.1379367788490024,0.224893344277117,-6.892333572787599,8,cnn,36185
3C,level_4,MCAR,0.3,30.0,mean,baseline,0.125341204933931,0.1769558896951045,-3.886324120515014,8,cnn,36185
3C,level_4,MCAR,0.3,30.0,iterative,baseline,0.2508126779000794,0.3428966661408103,-17.34757841793441,8,cnn,36185
3C,level_4,MCAR,0.35,35.0,zero,baseline,0.1490816002688477,0.2288785377785096,-7.17452201498789,8,cnn,36185
3C,level_4,MCAR,0.35,35.0,mean,baseline,0.1197604829005757,0.162415395012936,-3.1162961484489804,8,cnn,36185
3C,level_4,MCAR,0.35,35.0,iterative,baseline,0.274095821715098,0.3708663971853679,-20.46284048757022,8,cnn,36185
3C,level_4,MCAR,0.4,40.0,zero,baseline,0.1582446444855851,0.231188138833225,-7.340331730514777,8,cnn,36185
3C,level_4,MCAR,0.4,40.0,mean,baseline,0.1361955543490192,0.1960405289281243,-4.997136839420765,8,cnn,36185
3C,level_4,MCAR,0.4,40.0,iterative,baseline,0.3265261375690054,0.4576427387952383,-31.681755700282125,8,cnn,36185
3C,level_4,MCAR,0.45,45.0,zero,baseline,0.1628881597319824,0.2096387308581969,-5.857965104354133,8,cnn,36185
3C,level_4,MCAR,0.45,45.0,mean,baseline,0.1596256563568911,0.2350469502816542,-7.621075897211201,8,cnn,36185
3C,level_4,MCAR,0.45,45.0,iterative,baseline,0.3240102123029545,0.4516736918385033,-30.834777444129344,8,cnn,36185
3C,level_4,MCAR,0.5,50.0,zero,baseline,0.1951564493965754,0.2717548298294229,-10.524093417292557,8,cnn,36185
3C,level_4,MCAR,0.5,50.0,mean,baseline,0.1572478419495027,0.2261257615000015,-6.979070678386898,8,cnn,36185
3C,level_4,MCAR,0.5,50.0,iterative,baseline,0.3535267558466168,0.4845887633581398,-35.643665180341735,8,cnn,36185
3C,level_4,MCAR,0.55,55.00000000000001,zero,baseline,0.2109980543540763,0.2795295283899515,-11.192916814021151,8,cnn,36185
3C,level_4,MCAR,0.55,55.00000000000001,mean,baseline,0.1495429477791199,0.2190079643537073,-6.484659440007853,8,cnn,36185
3C,level_4,MCAR,0.55,55.00000000000001,iterative,baseline,0.373209829479767,0.5277842717397171,-42.46754525911689,8,cnn,36185
3C,level_4,MCAR,0.6000000000000001,60.00000000000001,zero,baseline,0.2131220489912092,0.2645778923089997,-9.92343760048269,8,cnn,36185
3C,level_4,MCAR,0.6000000000000001,60.00000000000001,mean,baseline,0.1470023850468853,0.202956436606992,-5.427733846870807,8,cnn,36185
3C,level_4,MCAR,0.6000000000000001,60.00000000000001,iterative,baseline,0.3776435184259753,0.5354930498312666,-43.74658583555259,8,cnn,36185
3C,level_4,MCAR,0.65,65.0,zero,baseline,0.2513320332758113,0.3209823156949402,-15.07734898985128,8,cnn,36185
3C,level_4,MCAR,0.65,65.0,mean,baseline,0.1586725099420248,0.2237308103684379,-6.810949295825254,8,cnn,36185
3C,level_4,MCAR,0.65,65.0,iterative,baseline,0.388174502319981,0.5651089066918197,-48.83294249697696,8,cnn,36185
3C,level_4,MCAR,0.7000000000000001,70.0,zero,baseline,0.2479485301792248,0.2944690250281304,-12.53104891733701,8,cnn,36185
3C,level_4,MCAR,0.7000000000000001,70.0,mean,baseline,0.1624210812652285,0.2205914697233356,-6.593284215615951,8,cnn,36185
3C,level_4,MCAR,0.7000000000000001,70.0,iterative,baseline,0.353279280766067,0.5374445906675092,-44.07332737582617,8,cnn,36185
3C,level_4,MCAR,0.75,75.0,zero,baseline,0.2912838988463416,0.3324615756626355,-16.247857083338378,8,cnn,36185
3C,level_4,MCAR,0.75,75.0,mean,baseline,0.1690787874263612,0.218745739336729,-6.466746941028521,8,cnn,36185
3C,level_4,MCAR,0.75,75.0,iterative,baseline,0.3388857267077133,0.5174527710303062,-40.78242682447776,8,cnn,36185
3C,level_4,MCAR,0.8,80.0,zero,baseline,0.3098310263092184,0.3443516877146469,-17.503618211918216,8,cnn,36185
3C,level_4,MCAR,0.8,80.0,mean,baseline,0.1733022636760003,0.214497053118724,-6.179511363375911,8,cnn,36185
3C,level_4,MCAR,0.8,80.0,iterative,baseline,0.299621636653494,0.4775159049578216,-34.58179967565307,8,cnn,36185
3C,level_4,MCAR,0.8500000000000001,85.00000000000001,zero,baseline,0.3624176179531472,0.3883102555640366,-22.529351019393083,8,cnn,36185
3C,level_4,MCAR,0.8500000000000001,85.00000000000001,mean,baseline,0.1818316483537439,0.2120956529565515,-6.019654904440323,8,cnn,36185
3C,level_4,MCAR,0.8500000000000001,85.00000000000001,iterative,baseline,0.2888789728668388,0.4669086631113711,-33.01857293899087,8,cnn,36185
3C,level_4,MCAR,0.9,90.0,zero,baseline,0.3792397739832486,0.4008776346604372,-24.07701742481072,8,cnn,36185
3C,level_4,MCAR,0.9,90.0,mean,baseline,0.2051898673750413,0.2336098623422179,-7.515978851913198,8,cnn,36185
3C,level_4,MCAR,0.9,90.0,iterative,baseline,0.2543802653692958,0.4295987250325269,-27.7990521886198,8,cnn,36185
3C,level_4,MCAR,0.95,95.0,zero,baseline,0.4159049352803161,0.434289201402876,-28.431357142104265,8,cnn,36185
3C,level_4,MCAR,0.95,95.0,mean,baseline,0.2173983139892211,0.2378563724727296,-7.828396088687304,8,cnn,36185
3C,level_4,MCAR,0.95,95.0,iterative,baseline,0.2126547450650957,0.3047901477832517,-13.49619679748428,8,cnn,36185
3C,level_4,MAR,0.0,0.0,zero,baseline,0.0995956565631954,0.118098879156766,-1.176425366383706,8,cnn,36185
3C,level_4,MAR,0.0,0.0,mean,baseline,0.0995956565631954,0.118098879156766,-1.176425366383706,8,cnn,36185
3C,level_4,MAR,0.0,0.0,iterative,baseline,0.0995956565631954,0.118098879156766,-1.176425366383706,8,cnn,36185
3C,level_4,MAR,0.05,5.0,zero,baseline,0.1086625561355797,0.1294660730829997,-1.6155569339820328,8,cnn,36185
3C,level_4,MAR,0.05,5.0,mean,baseline,0.1161753920483439,0.1399369233650729,-2.055743312223418,8,cnn,36185
3C,level_4,MAR,0.05,5.0,iterative,baseline,0.1075481823162644,0.1326307019033726,-1.7449874501946834,8,cnn,36185
3C,level_4,MAR,0.1,10.0,zero,baseline,0.1109389316264174,0.1428581310715851,-2.1846532726669787,8,cnn,36185
3C,level_4,MAR,0.1,10.0,mean,baseline,0.1176570979886861,0.1482430951686099,-2.429266013718766,8,cnn,36185
3C,level_4,MAR,0.1,10.0,iterative,baseline,0.1130566725999677,0.1371906100857477,-1.9369800877115737,8,cnn,36185
3C,level_4,MAR,0.15,15.0,zero,baseline,0.1161789041849666,0.1621426202994217,-3.1024812188987188,8,cnn,36185
3C,level_4,MAR,0.15,15.0,mean,baseline,0.1160295849662733,0.1500969190979402,-2.5155702705521525,8,cnn,36185
3C,level_4,MAR,0.15,15.0,iterative,baseline,0.1343924297928063,0.2069718235704712,-5.684588531648711,8,cnn,36185
3C,level_4,MAR,0.2,20.0,zero,baseline,0.1265455272829856,0.1761728741802351,-3.84317661540936,8,cnn,36185
3C,level_4,MAR,0.2,20.0,mean,baseline,0.1260079299432997,0.1779825878212885,-3.9431895179442895,8,cnn,36185
3C,level_4,MAR,0.2,20.0,iterative,baseline,0.1605674143992286,0.2383725597084451,-7.866755794230942,8,cnn,36185
3C,level_4,MAR,0.25,25.0,zero,baseline,0.119822890942679,0.1690122567047391,-3.4574720484283565,8,cnn,36185
3C,level_4,MAR,0.25,25.0,mean,baseline,0.1291493817341352,0.193409446999984,-4.837240588788632,8,cnn,36185
3C,level_4,MAR,0.25,25.0,iterative,baseline,0.1752742402727768,0.2513953059411655,-8.862035370314182,8,cnn,36185
3C,level_4,MAR,0.3,30.0,zero,baseline,0.1193078595402345,0.1624540857460767,-3.1182575571642186,8,cnn,36185
3C,level_4,MAR,0.3,30.0,mean,baseline,0.1404072148894467,0.2084271954905796,-5.778927622214785,8,cnn,36185
3C,level_4,MAR,0.3,30.0,iterative,baseline,0.2094427382712075,0.367122730136788,-20.031719259627963,8,cnn,36185
3C,level_4,MAR,0.35,35.0,zero,baseline,0.1365870154874559,0.1923837093714154,-4.775489725388045,8,cnn,36185
3C,level_4,MAR,0.35,35.0,mean,baseline,0.142449699232623,0.2186442875243139,-6.4598225607060495,8,cnn,36185
3C,level_4,MAR,0.35,35.0,iterative,baseline,0.2102487940619036,0.344944126808318,-17.56734199895503,8,cnn,36185
3C,level_4,MAR,0.4,40.0,zero,baseline,0.1281281248303694,0.1807814175209916,-4.099878177401651,8,cnn,36185
3C,level_4,MAR,0.4,40.0,mean,baseline,0.1255744291367262,0.1655986948947528,-3.2792341103660947,8,cnn,36185
3C,level_4,MAR,0.4,40.0,iterative,baseline,0.2404099506973473,0.395129652914175,-23.363039718442344,8,cnn,36185
3C,level_4,MAR,0.45,45.0,zero,baseline,0.131946652218295,0.1804701269790412,-4.082330167718477,8,cnn,36185
3C,level_4,MAR,0.45,45.0,mean,baseline,0.1406954394820338,0.193394289230411,-4.836325679180786,8,cnn,36185
3C,level_4,MAR,0.45,45.0,iterative,baseline,0.2521170108651816,0.3853862673782586,-22.17633168975489,8,cnn,36185
3C,level_4,MAR,0.5,50.0,zero,baseline,0.1336315297154643,0.1882496410305335,-4.529941546963219,8,cnn,36185
3C,level_4,MAR,0.5,50.0,mean,baseline,0.1245355997961597,0.1732659489419931,-3.684666404511844,8,cnn,36185
3C,level_4,MAR,0.5,50.0,iterative,baseline,0.2601337457250702,0.4089994530288728,-25.10343625947245,8,cnn,36185
3C,level_4,MAR,0.55,55.00000000000001,zero,baseline,0.126381555972368,0.172315721735954,-3.633423895318898,8,cnn,36185
3C,level_4,MAR,0.55,55.00000000000001,mean,baseline,0.1229739207793377,0.1768015992444304,-3.877806919104046,8,cnn,36185
3C,level_4,MAR,0.55,55.00000000000001,iterative,baseline,0.2514312938528917,0.3739854602294585,-20.82537243618664,8,cnn,36185
3C,level_4,MAR,0.6000000000000001,60.00000000000001,zero,baseline,0.1485310603970027,0.1999325618627944,-5.237625391405602,8,cnn,36185
3C,level_4,MAR,0.6000000000000001,60.00000000000001,mean,baseline,0.1176778783210881,0.1571361625539744,-2.853048832653633,8,cnn,36185
3C,level_4,MAR,0.6000000000000001,60.00000000000001,iterative,baseline,0.2520976146287858,0.3587312349459905,-19.08124396946621,8,cnn,36185
3C,level_4,MAR,0.65,65.0,zero,baseline,0.1487164173614008,0.1933811564482677,-4.835533054005191,8,cnn,36185
3C,level_4,MAR,0.65,65.0,mean,baseline,0.1219905620079199,0.1665865180395691,-3.330439033780324,8,cnn,36185
3C,level_4,MAR,0.65,65.0,iterative,baseline,0.2863540593258772,0.4209946037177056,-26.65701374209738,8,cnn,36185
3C,level_4,MAR,0.7000000000000001,70.0,zero,baseline,0.1455820988274815,0.1852440904332481,-4.354771604212348,8,cnn,36185
3C,level_4,MAR,0.7000000000000001,70.0,mean,baseline,0.1228198183961601,0.1600765126185283,-2.9985953434044696,8,cnn,36185
3C,level_4,MAR,0.7000000000000001,70.0,iterative,baseline,0.2596173631184285,0.3608207112556779,-19.315856838774085,8,cnn,36185
