batch,level,missing_mode,missing_rate,missing_rate_pct,imputation_method,config_type,mae,rmse,r2,seed,architecture,param_count
R2.5,level_1,MAR,0.25,25.0,iterative,baseline,0.0633494080740161,0.136690740881662,-0.8932320635583877,3000,mlp,5953
R2.5,level_1,MAR,0.3,30.0,zero,baseline,0.060763061499434,0.0879088234183933,0.2169480218510502,3000,mlp,5953
R2.5,level_1,MAR,0.3,30.0,mean,baseline,0.0544562305559378,0.0762670001407047,0.4106151274991151,3000,mlp,5953
R2.5,level_1,MAR,0.3,30.0,iterative,baseline,0.0752722263170004,0.1510137903792767,-1.3107814509421043,3000,mlp,5953
R2.5,level_1,MAR,0.35,35.0,zero,baseline,0.0649051333360034,0.0950732483911583,0.0841120994774093,3000,mlp,5953
R2.5,level_1,MAR,0.35,35.0,mean,baseline,0.0587129825368624,0.0846328757855096,0.2742219113945687,3000,mlp,5953
R2.5,level_1,MAR,0.35,35.0,iterative,baseline,0.0868134164403968,0.1783353440563671,-2.222556230279636,3000,mlp,5953
R2.5,level_1,MAR,0.4,40.0,zero,baseline,0.0680091912721041,0.0966595404310868,0.0532940470009847,3000,mlp,5953
R2.5,level_1,MAR,0.4,40.0,mean,baseline,0.0608695872833975,0.0855277473452063,0.2587926396077491,3000,mlp,5953
R2.5,level_1,MAR,0.4,40.0,iterative,baseline,0.0910472093380893,0.1721729468413852,-2.003692579171777,3000,mlp,5953
R2.5,level_1,MAR,0.45,45.0,zero,baseline,0.0695121777341534,0.0990698058535011,0.0054920024658045,3000,mlp,5953
R2.5,level_1,MAR,0.45,45.0,mean,baseline,0.0599161277348166,0.0864334591540107,0.2430112162756305,3000,mlp,5953
R2.5,level_1,MAR,0.45,45.0,iterative,baseline,0.1095785551237344,0.2064157219876762,-3.3172898019028123,3000,mlp,5953
R2.5,level_1,MAR,0.5,50.0,zero,baseline,0.0716485347230806,0.1011420451233851,-0.0365472840256961,3000,mlp,5953
R2.5,level_1,MAR,0.5,50.0,mean,baseline,0.0635256520896313,0.0905671150926511,0.1688742761789594,3000,mlp,5953
R2.5,level_1,MAR,0.5,50.0,iterative,baseline,0.1066193039137996,0.1926846763503925,-2.7620105734330336,3000,mlp,5953
R2.5,level_1,MAR,0.55,55.00000000000001,zero,baseline,0.0697183275767471,0.0998840966724338,-0.010923631385536,3000,mlp,5953
R2.5,level_1,MAR,0.55,55.00000000000001,mean,baseline,0.0698943934962225,0.0966203635884292,0.0540613056447218,3000,mlp,5953
R2.5,level_1,MAR,0.55,55.00000000000001,iterative,baseline,0.1079096605452309,0.1926870314457784,-2.762102536614081,3000,mlp,5953
R2.5,level_1,MAR,0.6000000000000001,60.00000000000001,zero,baseline,0.0733324270793106,0.1025029149633958,-0.0646285001321187,3000,mlp,5953
R2.5,level_1,MAR,0.6000000000000001,60.00000000000001,mean,baseline,0.0716109778984934,0.0983742354149223,0.0194078865997108,3000,mlp,5953
R2.5,level_1,MAR,0.6000000000000001,60.00000000000001,iterative,baseline,0.1084023063295923,0.194156060466819,-2.819685084496525,3000,mlp,5953
R2.5,level_1,MAR,0.65,65.0,zero,baseline,0.0738514147654161,0.1017410271634293,-0.0488608904877081,3000,mlp,5953
R2.5,level_1,MAR,0.65,65.0,mean,baseline,0.0691986500471397,0.0954029999748954,0.077747759448014,3000,mlp,5953
R2.5,level_1,MAR,0.65,65.0,iterative,baseline,0.1031198309688808,0.1767174672936675,-2.164350726931556,3000,mlp,5953
R2.5,level_1,MAR,0.7000000000000001,70.0,zero,baseline,0.0748607582016582,0.1028671462077285,-0.0722079901636096,3000,mlp,5953
R2.5,level_1,MAR,0.7000000000000001,70.0,mean,baseline,0.0699581736484317,0.0967136107220509,0.0522345968256969,3000,mlp,5953
R2.5,level_1,MAR,0.7000000000000001,70.0,iterative,baseline,0.0923384399469454,0.1528726377676994,-1.3680189561756948,3000,mlp,5953
R2.5,level_1,MAR,0.75,75.0,zero,baseline,0.075643557256789,0.1035383958079284,-0.086246824529423,3000,mlp,5953
R2.5,level_1,MAR,0.75,75.0,mean,baseline,0.0697819408618007,0.0968016340813306,0.0505086048251873,3000,mlp,5953
R2.5,level_1,MAR,0.75,75.0,iterative,baseline,0.1013288321453511,0.1807862126195693,-2.311740272430129,3000,mlp,5953
R2.5,level_1,MAR,0.8,80.0,zero,baseline,0.0729192096113812,0.0996196645317046,-0.005578098757121,3000,mlp,5953
R2.5,level_1,MAR,0.8,80.0,mean,baseline,0.0708281870017554,0.0974625864987105,0.0374982640683764,3000,mlp,5953
R2.5,level_1,MAR,0.8,80.0,iterative,baseline,0.0917757278859672,0.157804106020201,-1.5232614613365525,3000,mlp,5953
R2.5,level_1,MAR,0.8500000000000001,85.00000000000001,zero,baseline,0.0735206385120417,0.10096022403403,-0.0328238719640516,3000,mlp,5953
R2.5,level_1,MAR,0.8500000000000001,85.00000000000001,mean,baseline,0.0703673618054459,0.0961088948100713,0.0640496253459019,3000,mlp,5953
R2.5,level_1,MAR,0.8500000000000001,85.00000000000001,iterative,baseline,0.0916054177058054,0.1368485863358368,-0.8976070580404778,3000,mlp,5953
R2.5,level_1,MAR,0.9,90.0,zero,baseline,0.0757683398892087,0.1024491162368313,-0.0635112513786102,3000,mlp,5953
R2.5,level_1,MAR,0.9,90.0,mean,baseline,0.0722698516134832,0.0983447860533974,0.0199948998373925,3000,mlp,5953
R2.5,level_1,MAR,0.9,90.0,iterative,baseline,0.0979962224415634,0.1516391555920708,-1.329959493622492,3000,mlp,5953
R2.5,level_1,MAR,0.95,95.0,zero,baseline,0.0746047372217907,0.1014585424071341,-0.0430446352481876,3000,mlp,5953
R2.5,level_1,MAR,0.95,95.0,mean,baseline,0.0702020037790466,0.0959111829224829,0.0678964738177517,3000,mlp,5953
R2.5,level_1,MAR,0.95,95.0,iterative,baseline,0.0898033685287224,0.1336587084421639,-0.8101733904372741,3000,mlp,5953
R2.5,level_1,MNAR,0.0,0.0,zero,baseline,0.0181111589581322,0.0233548381470547,0.9447312833978676,3000,mlp,5953
R2.5,level_1,MNAR,0.0,0.0,mean,baseline,0.0181111589581322,0.0233548381470547,0.9447312833978676,3000,mlp,5953
R2.5,level_1,MNAR,0.0,0.0,iterative,baseline,0.0181111589581322,0.0233548381470547,0.9447312833978676,3000,mlp,5953
R2.5,level_1,MNAR,0.05,5.0,zero,baseline,0.0258661044306353,0.0388742203389041,0.8468739640208012,3000,mlp,5953
R2.5,level_1,MNAR,0.05,5.0,mean,baseline,0.024321007424841,0.0355412078815574,0.8720058787905725,3000,mlp,5953
R2.5,level_1,MNAR,0.05,5.0,iterative,baseline,0.0196969448008357,0.0273076964736796,0.924439331748277,3000,mlp,5953
R2.5,level_1,MNAR,0.1,10.0,zero,baseline,0.035436477144136,0.0518247292526291,0.7278553883391523,3000,mlp,5953
R2.5,level_1,MNAR,0.1,10.0,mean,baseline,0.0326700560458054,0.0489927418906705,0.7567856769792696,3000,mlp,5953
R2.5,level_1,MNAR,0.1,10.0,iterative,baseline,0.0268614176836041,0.054215582594933,0.7021662469413984,3000,mlp,5953
R2.5,level_1,MNAR,0.15,15.0,zero,baseline,0.0431886770464443,0.0654437911749899,0.5660271537586563,3000,mlp,5953
R2.5,level_1,MNAR,0.15,15.0,mean,baseline,0.0397675160161523,0.0588453007229733,0.649127582345818,3000,mlp,5953
R2.5,level_1,MNAR,0.15,15.0,iterative,baseline,0.0357774052172178,0.0777001217535711,0.3882569348799493,3000,mlp,5953
R2.5,level_1,MNAR,0.2,20.0,zero,baseline,0.0478175822873775,0.0698324045279294,0.5058717899548913,3000,mlp,5953
R2.5,level_1,MNAR,0.2,20.0,mean,baseline,0.047139454452943,0.0689208796031856,0.518687346636497,3000,mlp,5953
R2.5,level_1,MNAR,0.2,20.0,iterative,baseline,0.044892406875374,0.0963771097521948,0.0588183475541567,3000,mlp,5953
R2.5,level_1,MNAR,0.25,25.0,zero,baseline,0.0558157615984744,0.0798181111820779,0.3544519866340796,3000,mlp,5953
R2.5,level_1,MNAR,0.25,25.0,mean,baseline,0.0498526748119919,0.0743423122802528,0.4399874162550906,3000,mlp,5953
R2.5,level_1,MNAR,0.25,25.0,iterative,baseline,0.0532787145548152,0.1012206795754253,-0.038159670102142,3000,mlp,5953
R2.5,level_1,MNAR,0.3,30.0,zero,baseline,0.0584367079545544,0.0849936768130973,0.2680205469102086,3000,mlp,5953
R2.5,level_1,MNAR,0.3,30.0,mean,baseline,0.0556582660130355,0.0819440469203613,0.3196060035731829,3000,mlp,5953
R2.5,level_1,MNAR,0.3,30.0,iterative,baseline,0.0694988721965704,0.1278137944981099,-0.6553167612395832,3000,mlp,5953
R2.5,level_1,MNAR,0.35,35.0,zero,baseline,0.0652939107531153,0.0950853349819598,0.0838792123904743,3000,mlp,5953
R2.5,level_1,MNAR,0.35,35.0,mean,baseline,0.0584214845437624,0.0836979161010895,0.290169025696273,3000,mlp,5953
R2.5,level_1,MNAR,0.35,35.0,iterative,baseline,0.0889502477110413,0.1644596297999105,-1.7405912876476552,3000,mlp,5953
R2.5,level_1,MNAR,0.4,40.0,zero,baseline,0.0686152621764989,0.0993580419449234,-0.000303307080949,3000,mlp,5953
R2.5,level_1,MNAR,0.4,40.0,mean,baseline,0.0638390936588387,0.0904310464132582,0.1713697785649646,3000,mlp,5953
R2.5,level_1,MNAR,0.4,40.0,iterative,baseline,0.0908508950563044,0.1583292005446522,-1.5400817482498508,3000,mlp,5953
R2.5,level_1,MNAR,0.45,45.0,zero,baseline,0.0729529466610564,0.1050728582917835,-0.1186822549070318,3000,mlp,5953
R2.5,level_1,MNAR,0.45,45.0,mean,baseline,0.0659115080450303,0.0927681639805221,0.1279857563843676,3000,mlp,5953
R2.5,level_1,MNAR,0.45,45.0,iterative,baseline,0.1089911250098746,0.1840117970631062,-2.4309705437412026,3000,mlp,5953
R2.5,level_1,MNAR,0.5,50.0,zero,baseline,0.0750422602032184,0.1072031441993555,-0.1645032430954023,3000,mlp,5953
R2.5,level_1,MNAR,0.5,50.0,mean,baseline,0.0696801743391984,0.1008910247415559,-0.0314085385797893,3000,mlp,5953
R2.5,level_1,MNAR,0.5,50.0,iterative,baseline,0.1165775226332672,0.1903848642915988,-2.672742610619758,3000,mlp,5953
R2.5,level_1,MNAR,0.55,55.00000000000001,zero,baseline,0.0800583592855226,0.1141380379216183,-0.3200380846277741,3000,mlp,5953
R2.5,level_1,MNAR,0.55,55.00000000000001,mean,baseline,0.0700140131094564,0.1012166849702815,-0.0380777311911266,3000,mlp,5953
R2.5,level_1,MNAR,0.55,55.00000000000001,iterative,baseline,0.1208793165099817,0.1913560736395226,-2.710309673881863,3000,mlp,5953
R2.5,level_1,MNAR,0.6000000000000001,60.00000000000001,zero,baseline,0.0819905023851791,0.1159771126395604,-0.36291961175687,3000,mlp,5953
R2.5,level_1,MNAR,0.6000000000000001,60.00000000000001,mean,baseline,0.0737368930353199,0.1058744655007827,-0.1358163546358466,3000,mlp,5953
R2.5,level_1,MNAR,0.6000000000000001,60.00000000000001,iterative,baseline,0.1249604122941052,0.1896390988788886,-2.644025623288488,3000,mlp,5953
R2.5,level_1,MNAR,0.65,65.0,zero,baseline,0.0829531228904687,0.1173521498577724,-0.3954290389828476,3000,mlp,5953
R2.5,level_1,MNAR,0.65,65.0,mean,baseline,0.0735763188350119,0.1068867049319582,-0.1576386926221,3000,mlp,5953
R2.5,level_1,MNAR,0.65,65.0,iterative,baseline,0.1309256482627477,0.1922615597656704,-2.74550670388269,3000,mlp,5953
R2.5,level_1,MNAR,0.7000000000000001,70.0,zero,baseline,0.0844467193367174,0.1181701345562655,-0.4149500740161917,3000,mlp,5953
R2.5,level_1,MNAR,0.7000000000000001,70.0,mean,baseline,0.076013033196633,0.1085334668014044,-0.1935840516943983,3000,mlp,5953
R2.5,level_1,MNAR,0.7000000000000001,70.0,iterative,baseline,0.1306127541109068,0.1852552396160716,-2.477496137366734,3000,mlp,5953
R2.5,level_1,MNAR,0.75,75.0,zero,baseline,0.0847070315066519,0.1188879489143725,-0.4321922695616225,3000,mlp,5953
R2.5,level_1,MNAR,0.75,75.0,mean,baseline,0.078064316804042,0.1099361471806916,-0.2246350394202061,3000,mlp,5953
R2.5,level_1,MNAR,0.75,75.0,iterative,baseline,0.1287117402029637,0.1868460851222253,-2.537477299754674,3000,mlp,5953
R2.5,level_1,MNAR,0.8,80.0,zero,baseline,0.0835673863373098,0.1168010030409969,-0.3823524952816981,3000,mlp,5953
R2.5,level_1,MNAR,0.8,80.0,mean,baseline,0.077692417869494,0.1090551449699273,-0.2050858164293567,3000,mlp,5953
R2.5,level_1,MNAR,0.8,80.0,iterative,baseline,0.1296984417833178,0.1869368430577902,-2.5409146970162304,3000,mlp,5953
R2.5,level_1,MNAR,0.8500000000000001,85.00000000000001,zero,baseline,0.084213108669292,0.1175757264062059,-0.4007511809619875,3000,mlp,5953
R2.5,level_1,MNAR,0.8500000000000001,85.00000000000001,mean,baseline,0.0744648729778559,0.1066231041348386,-0.151935865485385,3000,mlp,5953
R2.5,level_1,MNAR,0.8500000000000001,85.00000000000001,iterative,baseline,0.1295718489357947,0.1923209844477122,-2.747822402791373,3000,mlp,5953
R2.5,level_1,MNAR,0.9,90.0,zero,baseline,0.0835974788148774,0.1174721125312886,-0.3982834384981242,3000,mlp,5953
R2.5,level_1,MNAR,0.9,90.0,mean,baseline,0.0770937200705056,0.1077407776626487,-0.1762127098269561,3000,mlp,5953
R2.5,level_1,MNAR,0.9,90.0,iterative,baseline,0.1350511500791566,0.1979276183948374,-2.969524200803051,3000,mlp,5953
R2.5,level_1,MNAR,0.95,95.0,zero,baseline,0.0842275616838763,0.1205151508791631,-0.4716649742476455,3000,mlp,5953
R2.5,level_1,MNAR,0.95,95.0,mean,baseline,0.0762716015098401,0.1071974427894876,-0.1643793822929804,3000,mlp,5953
R2.5,level_1,MNAR,0.95,95.0,iterative,baseline,0.1319962078465612,0.1923272275725083,-2.748065730401374,3000,mlp,5953
R2.5,level_1,MCAR,0.0,0.0,zero,baseline,0.0153869619995007,0.0207964761415566,0.9582754867489512,123,mlp,5953
R2.5,level_1,MCAR,0.0,0.0,mean,baseline,0.0153869619995007,0.0207964761415566,0.9582754867489512,123,mlp,5953
R2.5,level_1,MCAR,0.0,0.0,iterative,baseline,0.0153869619995007,0.0207964761415566,0.9582754867489512,123,mlp,5953
R2.5,level_1,MCAR,0.05,5.0,zero,baseline,0.0193985185194743,0.0278485391604183,0.925180188167924,123,mlp,5953
R2.5,level_1,MCAR,0.05,5.0,mean,baseline,0.0191220056545809,0.027611316854138,0.9264494348481964,123,mlp,5953
R2.5,level_1,MCAR,0.05,5.0,iterative,baseline,0.016280322687538,0.0252183727452204,0.9386455745032208,123,mlp,5953
R2.5,level_1,MCAR,0.1,10.0,zero,baseline,0.0240804556626408,0.0356928646301602,0.8770935755899472,123,mlp,5953
R2.5,level_1,MCAR,0.1,10.0,mean,baseline,0.0233098990268141,0.0348458797142427,0.8828574588369373,123,mlp,5953
R2.5,level_1,MCAR,0.1,10.0,iterative,baseline,0.0190638393528913,0.0332457804394654,0.8933686667343641,123,mlp,5953
R2.5,level_1,MCAR,0.15,15.0,zero,baseline,0.0276532323645345,0.041189931012054,0.8363206454515709,123,mlp,5953
R2.5,level_1,MCAR,0.15,15.0,mean,baseline,0.027737820780395,0.0412219123780311,0.836066373525691,123,mlp,5953
R2.5,level_1,MCAR,0.15,15.0,iterative,baseline,0.0228128488263029,0.0481405152278965,0.7764198502416242,123,mlp,5953
R2.5,level_1,MCAR,0.2,20.0,zero,baseline,0.0295484963877181,0.0437607600538994,0.8152512590394795,123,mlp,5953
R2.5,level_1,MCAR,0.2,20.0,mean,baseline,0.0317317772460005,0.0470213702246785,0.7866943615107279,123,mlp,5953
R2.5,level_1,MCAR,0.2,20.0,iterative,baseline,0.0288425624826847,0.0559926652950186,0.6975357458967828,123,mlp,5953
R2.5,level_1,MCAR,0.25,25.0,zero,baseline,0.0349292743508063,0.0538410360569521,0.7203346951144143,123,mlp,5953
R2.5,level_1,MCAR,0.25,25.0,mean,baseline,0.0340028562965632,0.051936837772842,0.7397667521909609,123,mlp,5953
R2.5,level_1,MCAR,0.25,25.0,iterative,baseline,0.0343818285240317,0.0662680900429197,0.5763368587176383,123,mlp,5953
R2.5,level_1,MCAR,0.3,30.0,zero,baseline,0.03799612757502,0.0552270098757275,0.7057511088978499,123,mlp,5953
R2.5,level_1,MCAR,0.3,30.0,mean,baseline,0.0360703822853109,0.0513249875087839,0.745862075183414,123,mlp,5953
R2.5,level_1,MCAR,0.3,30.0,iterative,baseline,0.0406749935518592,0.0721950187189997,0.4971641408514664,123,mlp,5953
R2.5,level_1,MCAR,0.35,35.0,zero,baseline,0.0417771242652406,0.0624237757429171,0.624065795395947,123,mlp,5953
R2.5,level_1,MCAR,0.35,35.0,mean,baseline,0.0398407607142816,0.0582719935420518,0.6724093282335593,123,mlp,5953
R2.5,level_1,MCAR,0.35,35.0,iterative,baseline,0.0486571921145498,0.0901896454727857,0.215261185352521,123,mlp,5953
R2.5,level_1,MCAR,0.4,40.0,zero,baseline,0.0443780434703569,0.064417720412713,0.5996659972467295,123,mlp,5953
R2.5,level_1,MCAR,0.4,40.0,mean,baseline,0.0438691791224244,0.0633484587261756,0.6128458842717341,123,mlp,5953
R2.5,level_1,MCAR,0.4,40.0,iterative,baseline,0.0560669300117047,0.1116546347550688,-0.2027220831371081,123,mlp,5953
R2.5,level_1,MCAR,0.45,45.0,zero,baseline,0.0450614647509702,0.0651791260675118,0.5901463182028168,123,mlp,5953
R2.5,level_1,MCAR,0.45,45.0,mean,baseline,0.046612072916365,0.0683204588087801,0.5496882044853497,123,mlp,5953
R2.5,level_1,MCAR,0.45,45.0,iterative,baseline,0.0628842662081242,0.1169186680200326,-0.3188016832664899,123,mlp,5953
R2.5,level_1,MCAR,0.5,50.0,zero,baseline,0.0487480283216217,0.0696675034854784,0.5317559465960124,123,mlp,5953
R2.5,level_1,MCAR,0.5,50.0,mean,baseline,0.0492817851869458,0.0696311219799456,0.5322448682504324,123,mlp,5953
R2.5,level_1,MCAR,0.5,50.0,iterative,baseline,0.0646202696614295,0.113084135143788,-0.2337158278726769,123,mlp,5953
R2.5,level_1,MCAR,0.55,55.00000000000001,zero,baseline,0.0522058314137488,0.0748767809710451,0.4591135456183906,123,mlp,5953
R2.5,level_1,MCAR,0.55,55.00000000000001,mean,baseline,0.0531456470206741,0.0762749584636034,0.4387249538301609,123,mlp,5953
R2.5,level_1,MCAR,0.55,55.00000000000001,iterative,baseline,0.0713179901128188,0.1207409126981633,-0.4064382965466027,123,mlp,5953
R2.5,level_1,MCAR,0.6000000000000001,60.00000000000001,zero,baseline,0.0562335088529355,0.0787980368847381,0.4009782790268426,123,mlp,5953
R2.5,level_1,MCAR,0.6000000000000001,60.00000000000001,mean,baseline,0.0557297592043126,0.0793545252352037,0.3924875675394859,123,mlp,5953
R2.5,level_1,MCAR,0.6000000000000001,60.00000000000001,iterative,baseline,0.0784060467337019,0.1363752319917835,-0.7942492749906513,123,mlp,5953
R2.5,level_1,MCAR,0.65,65.0,zero,baseline,0.0589702920073983,0.0815547449253219,0.3583322060147362,123,mlp,5953
R2.5,level_1,MCAR,0.65,65.0,mean,baseline,0.0559930109056608,0.0778062985859854,0.4159617572399617,123,mlp,5953
R2.5,level_1,MCAR,0.65,65.0,iterative,baseline,0.0817208517833754,0.1346312259418883,-0.7486519461505421,123,mlp,5953
R2.5,level_1,MCAR,0.7000000000000001,70.0,zero,baseline,0.0624595617052679,0.0847934915297779,0.306355716212962,123,mlp,5953
R2.5,level_1,MCAR,0.7000000000000001,70.0,mean,baseline,0.0617304337545225,0.0835234009131633,0.3269797773063927,123,mlp,5953
R2.5,level_1,MCAR,0.7000000000000001,70.0,iterative,baseline,0.0818440498753056,0.135008168891598,-0.7584574687086023,123,mlp,5953
R2.5,level_1,MCAR,0.75,75.0,zero,baseline,0.0643329052715181,0.0877734150142016,0.2567451251325041,123,mlp,5953
R2.5,level_1,MCAR,0.75,75.0,mean,baseline,0.0657905182628511,0.0897117670422247,0.2235551804941543,123,mlp,5953
R2.5,level_1,MCAR,0.75,75.0,iterative,baseline,0.0791742911240268,0.1293419643798814,-0.6139522425905266,123,mlp,5953
R2.5,level_1,MCAR,0.8,80.0,zero,baseline,0.0693145450830245,0.0918273459242047,0.1865032187571185,123,mlp,5953
R2.5,level_1,MCAR,0.8,80.0,mean,baseline,0.0688320375975465,0.091715226586846,0.1884885323286942,123,mlp,5953
R2.5,level_1,MCAR,0.8,80.0,iterative,baseline,0.0784036676598794,0.1193805165275807,-0.3749239653373191,123,mlp,5953
R2.5,level_1,MCAR,0.8500000000000001,85.00000000000001,zero,baseline,0.0716156582930874,0.0940943218082092,0.1458412238928808,123,mlp,5953
R2.5,level_1,MCAR,0.8500000000000001,85.00000000000001,mean,baseline,0.0711125047277568,0.0940791527939484,0.14611660081305,123,mlp,5953
R2.5,level_1,MCAR,0.8500000000000001,85.00000000000001,iterative,baseline,0.0809983174897268,0.1270305933127243,-0.5567842446225919,123,mlp,5953
R2.5,level_1,MCAR,0.9,90.0,zero,baseline,0.075089772626289,0.0974724315694238,0.0834094506746749,123,mlp,5953
R2.5,level_1,MCAR,0.9,90.0,mean,baseline,0.0745814340013913,0.0967668868688984,0.0966307291979567,123,mlp,5953
R2.5,level_1,MCAR,0.9,90.0,iterative,baseline,0.0800300675758026,0.1147518282906615,-0.2703722604038177,123,mlp,5953
R2.5,level_1,MCAR,0.95,95.0,zero,baseline,0.0788736188019703,0.1015892800345558,0.0043480707480981,123,mlp,5953
R2.5,level_1,MCAR,0.95,95.0,mean,baseline,0.0776942543979175,0.0995007543362878,0.0448655246235353,123,mlp,5953
R2.5,level_1,MCAR,0.95,95.0,iterative,baseline,0.0795747435476366,0.1029980872943321,-0.023458163007451,123,mlp,5953
R2.5,level_1,MAR,0.0,0.0,zero,baseline,0.0153869619995007,0.0207964761415566,0.9582754867489512,123,mlp,5953
R2.5,level_1,MAR,0.0,0.0,mean,baseline,0.0153869619995007,0.0207964761415566,0.9582754867489512,123,mlp,5953
R2.5,level_1,MAR,0.0,0.0,iterative,baseline,0.0153869619995007,0.0207964761415566,0.9582754867489512,123,mlp,5953
R2.5,level_1,MAR,0.05,5.0,zero,baseline,0.0190583635914572,0.027916021230599,0.924817144844113,123,mlp,5953
R2.5,level_1,MAR,0.05,5.0,mean,baseline,0.0187361623330471,0.0289413689145643,0.9191928270700784,123,mlp,5953
R2.5,level_1,MAR,0.05,5.0,iterative,baseline,0.0169940094069543,0.0327850154055818,0.8963038675583221,123,mlp,5953
R2.5,level_1,MAR,0.1,10.0,zero,baseline,0.0234780084065028,0.0360965932821725,0.8742974155794505,123,mlp,5953
R2.5,level_1,MAR,0.1,10.0,mean,baseline,0.0222065740535629,0.0343751121194898,0.8860012678377673,123,mlp,5953
R2.5,level_1,MAR,0.1,10.0,iterative,baseline,0.0185067130977359,0.0312070970987762,0.9060452980667036,123,mlp,5953
R2.5,level_1,MAR,0.15,15.0,zero,baseline,0.026387663048661,0.0416897842906232,0.8323239360672428,123,mlp,5953
R2.5,level_1,MAR,0.15,15.0,mean,baseline,0.0255684417620073,0.0410109245453047,0.8377402155173852,123,mlp,5953
R2.5,level_1,MAR,0.15,15.0,iterative,baseline,0.0237423111760498,0.0556694796616372,0.7010172730567208,123,mlp,5953
R2.5,level_1,MAR,0.2,20.0,zero,baseline,0.030788316100327,0.0486918348101867,0.7712695130279248,123,mlp,5953
R2.5,level_1,MAR,0.2,20.0,mean,baseline,0.0293683187488168,0.0470622496651672,0.7863233129628245,123,mlp,5953
R2.5,level_1,MAR,0.2,20.0,iterative,baseline,0.0318019305749295,0.0711477351690143,0.5116469164118149,123,mlp,5953
R2.5,level_1,MAR,0.25,25.0,zero,baseline,0.0338589791266209,0.0552885569569844,0.7050948991274092,123,mlp,5953
R2.5,level_1,MAR,0.25,25.0,mean,baseline,0.0313997893106369,0.0507054214433948,0.7519606593901749,123,mlp,5953
R2.5,level_1,MAR,0.25,25.0,iterative,baseline,0.0340380520499298,0.0792428125898526,0.3941968349163123,123,mlp,5953
R2.5,level_1,MAR,0.3,30.0,zero,baseline,0.0361898310867816,0.0578310857123493,0.677347922227774,123,mlp,5953
R2.5,level_1,MAR,0.3,30.0,mean,baseline,0.0347887560937818,0.0570680438419778,0.6858061014423482,123,mlp,5953
R2.5,level_1,MAR,0.3,30.0,iterative,baseline,0.0372000711994565,0.0843227129492188,0.314036644190756,123,mlp,5953
R2.5,level_1,MAR,0.35,35.0,zero,baseline,0.0388812295685774,0.0628923517590869,0.6184008099786686,123,mlp,5953
R2.5,level_1,MAR,0.35,35.0,mean,baseline,0.038877230987823,0.0613248557134224,0.6371853251411477,123,mlp,5953
R2.5,level_1,MAR,0.35,35.0,iterative,baseline,0.0444091042246994,0.0990996668438723,0.0525502978973582,123,mlp,5953
R2.5,level_1,MAR,0.4,40.0,zero,baseline,0.0409850032477366,0.0647467536130796,0.5955658960479802,123,mlp,5953
R2.5,level_1,MAR,0.4,40.0,mean,baseline,0.0401668112661425,0.0642724068696046,0.6014701075931186,123,mlp,5953
R2.5,level_1,MAR,0.4,40.0,iterative,baseline,0.0536273065560161,0.118781216845056,-0.3611541598711458,123,mlp,5953
R2.5,level_1,MAR,0.45,45.0,zero,baseline,0.0434120558826964,0.0683209559330842,0.5496816511993696,123,mlp,5953
R2.5,level_1,MAR,0.45,45.0,mean,baseline,0.0437590890012125,0.0695623271773272,0.533168685782996,123,mlp,5953
R2.5,level_1,MAR,0.45,45.0,iterative,baseline,0.0534991087977776,0.1099426148422235,-0.1661217572682474,123,mlp,5953
R2.5,level_1,MAR,0.5,50.0,zero,baseline,0.0463867871103689,0.073644442672777,0.4767710872500207,123,mlp,5953
R2.5,level_1,MAR,0.5,50.0,mean,baseline,0.0450326555985539,0.0726396995691763,0.490950689807023,123,mlp,5953
R2.5,level_1,MAR,0.5,50.0,iterative,baseline,0.0633518876858049,0.1348584923740621,-0.7545606098093371,123,mlp,5953
R2.5,level_1,MAR,0.55,55.00000000000001,zero,baseline,0.0494156052220114,0.0762231417732773,0.4394872888629337,123,mlp,5953
R2.5,level_1,MAR,0.55,55.00000000000001,mean,baseline,0.0499509516233596,0.0775346684615369,0.4200325192391322,123,mlp,5953
R2.5,level_1,MAR,0.55,55.00000000000001,iterative,baseline,0.0614127117544278,0.1193470794173829,-0.3741538724082969,123,mlp,5953
R2.5,level_1,MAR,0.6000000000000001,60.00000000000001,zero,baseline,0.0517694728402328,0.0810951505556082,0.3655439493670065,123,mlp,5953
R2.5,level_1,MAR,0.6000000000000001,60.00000000000001,mean,baseline,0.0517756972994123,0.0794305110572591,0.3913235650382367,123,mlp,5953
R2.5,level_1,MAR,0.6000000000000001,60.00000000000001,iterative,baseline,0.0606481067498096,0.110279896204945,-0.1732875761793091,123,mlp,5953
R2.5,level_1,MAR,0.65,65.0,zero,baseline,0.0537711202736277,0.0833733695068798,0.3293954711222239,123,mlp,5953
R2.5,level_1,MAR,0.65,65.0,mean,baseline,0.0532000564324995,0.0826651921623619,0.3407393809652815,123,mlp,5953
R2.5,level_1,MAR,0.65,65.0,iterative,baseline,0.0624041022217605,0.1112365614087411,-0.1937321353343901,123,mlp,5953
R2.5,level_1,MAR,0.7000000000000001,70.0,zero,baseline,0.0558767547761654,0.0851615122355232,0.3003215400632616,123,mlp,5953
R2.5,level_1,MAR,0.7000000000000001,70.0,mean,baseline,0.0549875004940598,0.0838416734422633,0.32184081106642,123,mlp,5953
R2.5,level_1,MAR,0.7000000000000001,70.0,iterative,baseline,0.0675290140347339,0.1226860759990833,-0.4521193981647209,123,mlp,5953
